Key,Value
8703,"(Nur auf Anwender)[/left]
[/left]
Der Fluch der Lykanthropie hat seine Vorzüge.[/left]
Unglaubliche Stärke, Schnelligkeit und Wildheit[/left]
verwandeln die Werbestie in einen furchtbaren[/left]
Gegner. Der Träger von Hircines Ring kann sich[/left]
aussuchen, wann er sich in einen Lykanthropen[/left]
verwandelt und wann nicht. Das gewährt ihm im[/left]
Wesentlichen alle Vorzüge bei nur wenigen[/left]
Nachteilen.[/left]
[/left]
Zauber: Keine[/left]
[/end]"
8704,"(Nur auf Anwender)[/left]
[/left]
Sanguines Rose ist kein Artefakt, das die meisten[/left]
Leute gerne ihr Eigen nennen würden. Sie beschwört[/left]
einen niederen Daedra auf den Anwender. Mit[/left]
Ausnahme des Trägers der Rose wird der Daedra[/left]
alle anderen Kreaturen im Gebiet angreifen. Aber[/left]
wie jede andere wird auch diese Rose verwelken.[/left]
Je weiter ihre Kraft aufgezehrt wird, desto stärker[/left]
wird sie welken. Schließlich verliert sie all ihre Blüten[/left]
und Kräfte. Irgendwo im Reich des Vergessens erblüht[/left]
eine neue Rose und wird von Sanguine selbst gepflückt,[/left]
um ihrem neuen Champion verliehen zu werden.[/left] 
[/left]
Zauber: Keine[/left]
[/end]"
8705,"(Nur auf Anwender)[/left]
[/left]
Das Oghma Infinium ist ein Buch des Wissens, das vom[/left]
Alterslosen geschrieben wurde, dem Zauberer-Weisen[/left]
Xarses. Jeder, der das Infinium liest, wird mit der Energie[/left]
des Artefakts erfüllt, die sich dazu manipulieren lässt, die[/left]
eigenen Fähigkeiten in fast halbgöttlichem Ausmaß zu[/left]
erhöhen. Die Legende will, dass das Infinium wieder[/left]
verschwindet, sobald es einmal benutzt wurde. Es lässt[/left]
einem 30 Bonuspunkte, die sich nach Belieben auf die[/left]
Charakterattribute verteilen lassen.[/left]
[/left]
Zauber: Keine[/left]
[/end]"
8706,"(1 Ziel, keine Wirkung bei Magieresistenz)[/left]
[/left]
Wahnsinn und Chaos sind die Markenzeichen Sheogoraths.[/left]
Der Wabbajack verkörpert dieselben Eigenschaften. Wird[/left]
das Artefakt auf eine Kreatur angewendet, verwandelt sie[/left]
sich in eine andere. Die Kreatur kann zu einem der folgenden[/left]
Monster werden: Ratte, Kobold, Zweigling, Riesenfledermaus,[/left]
Grizzlybär, Spinne, Nymphe, Harpyie, Skelettkrieger, Riese,[/left]
Zombie, Riesenskorpion, Eisengolem, Fleischgolem, Frostgolem,[/left]
Feuergolem, Lich. Leider hat der Anwender keine Kontrolle über[/left]
die Transformation. Er könnte eine Riesenfledermaus in einen[/left]
Lich verwandeln oder einen Feuergolem in eine Ratte.[/left]
[/left]
Zauber: Keine[/left]
[/end]"
8707,"(Nur auf Anwender)[/left]
[/left]
Namira wird mit der dunkleren Seite der Natur verbunden und[/left]
ebenso ihr Ring. Jeden Schaden, den der Träger des Ringes[/left]
nimmt, erleidet auch der Angreifer. Zauber und Fernkampfangriffe[/left]
werden ignoriert. Es hängt von seiner Natur ab, wie viel Schaden[/left]
der Angreifer erleidet. Tiere und Zweiglinge nehmen keinen[/left]
Schaden, da sie ihrerseits Kreaturen der Natur sind. Daedrische[/left]
Wesen nehmen nur die Hälfte des Schadens, den sie zufügen,[/left]
da sie übernatürliche Wesen sind. Humanoide und Monster[/left]
nehmen vollen Schaden. Untote nehmen doppelt so viel Schaden[/left]
wie sie austeilen, weil sie vollkommen unnatürliche Kreaturen sind.[/left] 
[/left]
Zauber: Keine[/left]
Wirkungskosten: Gleich dem Schaden am Gegner[/left]
[/end]"
8708,"(1 Ziel, keine Wirkung bei Magieresistenz)[/left]
[/left]
Den Schädel der Verderbnis auf einen Gegner anzuwenden[/left]
erzeugt einen Doppelgänger des Opfers. Dieser Doppelgänger[/left]
wird allerdings das Original und nicht den Träger des Schädels[/left]
angreifen. Es gibt eine vermutlich erfundene, aber trotzdem sehr[/left]
amüsante Geschichte über die Meisterin der Diebesgilde und[/left]
den Schädel. Die Meisterin setzte den Schädel gegen ihren[/left]
Gegner ein und erzeugte für den Kampf einen Klon von ihm.[/left]
Nachdem das Original besiegt war, schnappte sich das findige[/left]
Duplikat den Schädel und setzte ihn gegen die Meisterin ein.[/left]
Der geklonte Feind konnte sie zwar nicht direkt angreifen,[/left]
wohl aber den Schädel benutzen, um seinerseits einen Klon[/left]
von ihr zu schaffen. Gemeinsam kontrollierten die beiden[/left]
Klone jahrelang die Diebesgilde.[/left] 
[/left]
Zauber: Keine[/left]
[/end]"
8709,"(1 Ziel, keine Wirkung bei Magieresistenz)[/left]
 [/left]
 Nur wenige Sterbliche trauen sich,[/left]
 mit Seelen zu handeln. Die Dunkle Bruderschaft[/left]
 ist darin ebenso versiert wie bestimmte Gruppen[/left]
 der Magiergilde. Azuras Stern übt auf diese[/left]
 unbarmherzigen Leute eine besondere Faszination aus.[/left]
 Der Stern funktioniert als wiederverwendbarer Seelenstein.[/left]
 Die Seele jedweder Kreatur, die der Träger des[/left]
 Sterns tötet, wird darin gefangen. Wenn der Stern[/left]
 schon eine Seele aufgenommen hat, geschieht nichts.[/left]
 Der Gebrauch von Azuras Stern leert ihn weder[/left]
 und erlaubt der befreiten Seele, ins Reich des[/left]
 Vergessens zu ziehen. Azuras Stern kann genutzt werden,[/left]
 um ein ums andere Mal magische Gegenstände herzustellen.[/left]
 [/left]
Zauber: Keine[/left]
[/end]"
8710,"(1 Ziel auf Berührung, keine Wirkung bei Magieresistenz)[/left]
[/left]
Volendrung, der Hammer der Macht, soll von den[/left]
Zwergen des verlorenen Rourkenclans erschaffen[/left]
worden sein - Jahrhunderte, bevor sie aus der Welt[/left]
Tamriel verschwanden. Er hat die Fähigkeit, seinem[/left]
Gesundheit zu geben, ist aber noch besser für die[/left]
lähmenden und Stärke entziehende Effekte bekannt,[/left]
die er auf den Feind hat. Wie die Zwerge, die ihn[/left]
erschaffen haben, neigt Volendrung dazu, plötzlich[/left]
zu verschwinden. Manchmal taucht er nach Tagen,[/left]
manchmal erst nach Äonen wieder auf.[/left]
[/left]
Zauber: Lähmung und Berührung des Vampirs[/left]
[/end]"
8711,"(Nur auf Anwender)[/left]
[/left]
Der Ring des Hexenmeisters von Erzmagier Syrabann[/left]
ist eines der bekanntesten Relikte aus Mythen und[/left]
Fabeln. In Tamriels alter Geschichte rettete Syrabann[/left]
den gesamten Kontinent, indem er seinen Ring weise[/left]
einzusetzen wusste. Seitdem hat er vielen Abenteurern[/left]
jedoch auch bei der Verwirklichung weniger hehrer Ziele[/left]
geholfen. Er ist hauptsächlich für seine Fähigkeit bekannt,[/left]
Zaubersprüche auf denjenigen zurückzuwerfen, der sie[/left]
ausgesprochen hat, die Schnelligkeit zu verbessern sowie[/left]
für Heilung zu sorgen, obwohl er auch noch über zusätzliche[/left]
Kräfte verfügen kann. Kein Abenteurer wird den Ring des[/left]
Hexenmeisters lange tragen. Es heißt, dass nur Syrabann[/left]
allein dem Ring Befehle geben kann.[/left]
[/left]
Zauber: Shalidors Spiegel, Heilung und Notorgos Füße[/left]
[/end]"
8712,"(1 Ziel auf Reichweite, keine Wirkung bei Magieresistenz)[/left]
[/left]
Auriels Bogen erscheint als schlichter Elfenlangbogen, ist[/left]
aber einer der mächtigsten, die es in Tamriels Geschichte je[/left]
gegeben hat. Angeblich wie Auriels Schild, seine Schwester,[/left]
von dem großen Elfenhalbgott geschaffen und getragen,[/left]
vermag der Bogen jeden Pfeil in ein Geschoss von Tod und[/left]
Verwüstung zu verwandeln. Ohne Auriels Kraft greift der[/left]
Bogen jedoch auf seine eigenen Energiereserven zurück.[/left]
Sobald diese Energien einmal aufgebraucht sind, wird der[/left]
Bogen verschwinden und dort wiederauftauchen, wohin ihn[/left]
das Schicksal verschlägt. Sein jüngstes Erscheinen war[/left]
jahrhundertelang Anlass zu Gerede.[/left]
[/left]
Zauber: Energieblitz, Hand des Schlafes und Magieauszehrung[/left]
[/end]"
8713,"(Nur auf Anwender)[/left]
[/left]
Das legendäre Amulett des Totenbeschwörers, das letzte[/left]
erhaltene Relikt des wahnsinnigen Zauberers Mannimarco,[/left]
gewährt jedem Zauberkundigen, der es trägt, die Fähigkeit,[/left]
sich von Verletzungen zu regenerieren und Magie zu absorbieren.[/left]
Der Träger erhält auch Weisheit, die über seine Jahre hinausgeht.[/left]
Das Artefakt ist unter Magiern sehr beliebt. Die eine Schwäche[/left]
des Amulettes besteht darin, dass es in dieser Welt instabil und[/left]
immer dazu verdammt ist, sich zu verflüchtigen und an Orten[/left]
wieder aufzutauchen, die fernab seines Verschwindens liegen.[/left] 
[/left]
Zauber: Trollblut und Weisheit[/left]
[/end]"
8714,"(Nur auf Anwender)[/left]
[/left]
Chrysamere, die Klinge des Paladins und Schwert der Helden,[/left]
ist ein antikes Claymore, dessen Wirksamkeit beim Angriff nur[/left]
von dem ihm innewohnenden Schutzzauber übertroffen wird.[/left]
Es verleiht dem Träger Lebensenergie, schützt ihn vor Feuer und[/left]
wirft jeden Zauberspruch, der gegen den Träger ausgesprochen[/left]
wird, auf denjenigen zurück, der ihn ausgesprochen hat.[/left]
Chrysamere war nur selten über einen längeren Zeitraum im[/left]
Besitz eines einzelnen Schwertkämpfers, da die Waffe es[/left]
vorzieht, nicht nur einem Träger zu gehorchen.[/left]
[/left]
Zauber: Feuerresistenz, Shalidors Spiegel und Heilung.[/left]
[/end]"
8715,"(Nur auf Anwender)[/left]
[/left]
Die Fürstenrüstung wird manchmal auch Rüstung des Morihaus[/left]
oder Kynareths Geschenk genannt. Sie ist ein antiker Kürass[/left]
von unvergleichlicher Qualität und verleiht dem Träger die Macht,[/left]
Lebensenergie zu regenerieren, Zaubersprüchen zu widerstehen[/left]
und Gifte zu neutralisieren. Man sagt, dass Kynareth die Fürstenrüstung[/left]
demjenigen, den sie ihrer unwürdig erachtet, wieder abnimmt und[/left]
so lange versteckt, bis der nächste Auserwählte gefunden ist.[/left]
[/left]
Zauber: Gift heilen und Zauberschild[/left]
[/end]"
8716,"(Nur auf Anwender)[/left]
[/left]
Der Stab des Magnus, eines der ältesten Artefakte Tamriels,[/left]
diente seinem Schöpfer, dem Erzmagier Magnus, als eine Art[/left]
metaphysischer Kraftspeicher. Er stellt die Gesundheit des[/left]
Trägers mit beachtlicher Geschwindigkeit wieder her. Nach[/left]
einer gewissen Zeit wird der Stab den Träger verlassen, bevor[/left]
dieser zu mächtig wird und das mystische Gleichgewicht stört,[/left]
das zu schützen die Pflicht des Stabes ist.[/left]
[/left]
Zauber: Zauberabsorption[/left]
[/end]"
8717,"(Nur auf Anwender)[/left]
[/left]
Der Ring des Khajiit ist ein uraltes Relikt, hunderte von Jahren[/left]
älter als Rajhin, der Dieb, der den Ring berühmt gemacht hat.[/left]
Es war Rajhin, der durch die Macht des Rings unsichtbar, leise[/left]
und schnell wie der Wind wurde. Mithilfe der Rings wurde er zum[/left]
erfolgreichsten Einbrecher in der Geschichte von Elsweyr. Es ist[/left]
nicht bekannt, welches Schicksal Rajhin letztendlich ereilt hat,[/left]
aber der Legende nach wehrte sich der Ring dagegen, dermaßen[/left]
häufig verwendet zu werden, verschwand und ließ Rajhin hilflos[/left]
vor seinen Feinden zurück.[/left]
[/left]
Zauber: Unsichtbarkeit und Notorgos Füße[/left]
[/end]"
8718,"(Nur auf Anwender)[/left]
[/left]
Die Ebenerzrüstung ist ein Artefakt, das der Legende zufolge vor[/left]
Beginn der überlieferten Geschichte von der Dunkelelfengöttin[/left]
Boethiah erschaffen wurden. Sie allein bestimmt, wer die[/left]
Ebenerzrüstung besitzen soll, und sie bestimmt auch, für wie[/left]
lange. Wenn der Träger sich als würdig erweist, wird ihm[/left]
Unverwundbarkeit gegen alle üblichen magischen Angriffe[/left]
verliehen, die Talente oder Gesundheit entziehen. Boethiah[/left]
entscheidet auch, wann der Träger der Ebenerzrüstung nicht[/left]
mehr würdig ist, und die Göttin kann überaus launisch sein.[/left]
[/left]
Zauber: Feuerresistenz, Schild und Zauberschild[/left]
[/end]"
8719,"(Nur auf Anwender)[/left]
[/left]
Auriels Schild, ein Ebenerzschild, der einst dem quasi-mythischen[/left]
Elfengott Auriel gehört haben soll, kann seinen Träger nahezu[/left]
unverwundbar machen. In seiner Widerstandsfähigkeit gegen[/left]
Feuer und Magie ist Auriels Schild unübertroffen. Wie viele[/left]
Artefakte Tamriels hat der Schild ein Eigenleben und Persönlichkeit[/left]
und fühlt sich seinem Nutzer nicht verpflichtet. Eine verbreitete[/left]
Fabel erzählt die Geschichte, wie er eine Trägerin in der Stunde[/left]
ihrer größten Not verlassen hat, doch ist dies vermutlich apokryph.[/left]
[/left]
Zauber: Feuerresistenz, Schild und Zauberreflektion[/left]
[/end]"
8720,"(Nur auf Anwender)[/left]
[/left]
Zauberbrecher, auf den ersten Blick ein gewöhnlicher[/left]
Zwergen-Turmschild, ist eines der ältesten Relikte Tamriels.[/left]
Abgesehen von seiner historischen Bedeutung bei der[/left]
Schlacht von Rourken-Shalidor beschützt Zauberbrecher[/left]
seinen Träger beinahe vollständig vor jedem Zauberwirker,[/left]
indem er die Magie entweder zurückwirft oder den Magier[/left]
noch vor dem Wirken verstummen lässt. Angeblich ist der[/left]
Brecher noch immer auf der Suche nach seinem ursprünglichen[/left]
Eigentümer, und so bleibt er auch nie lange im Besitz anderer[/left]
Personen. Für die meisten ist es schon genug Macht,[/left]
Zauberbrecher auch nur kurze Zeit zu besitzen.[/left]
[/left] 
Zauber: Freie Handlung und Zauberreflektion 
[/end]
"
8721,"(Nur auf Anwender)[/left]
[/left]
Die Macht des Skelettschlüssels ist eigentlich ganz einfach.[/left]
Mit ihm öffnet sich selbst dem ungeschicktesten Schlossknacker[/left]
sofort jede nichtmagisch verschlossene Tür oder Truhe. Ein[/left]
besonders geschickter Schlossknacker kann mit dem Schlüssel[/left]
vielleicht sogar magisch verschlossene Türen öffnen. Die zwei[/left]
Einschränkungen, die dem Schlüssel von um ihre Lagerhäuser[/left]
bedachten Zauberern auferlegt wurden, bestehen darin, dass[/left]
der Schlüssel nur einmal am Tag eingesetzt werden kann und sich[/left]
nie lange im Besitz eines Diebes hält. Manchen Schlüsselbesitzern[/left]
gelang es, vor seinem Verschwinden Reichtümer anzuhäufen,[/left]
während andere in Orte vordrangen, die sie besser nie hätten[/left]
betreten sollen. Einmal am Tag ermöglicht es dieser Schlüssel,[/left]
ein nichtmagisches Schloss zu öffnen oder bietet eine hohe[/left]
Wahrscheinlichkeit, ein schwaches magisches Schloss zu entriegeln.[/left]
[/left]
Zauber: Öffnen[/left]
[/end]"
8722,"(1 Ziel auf Reichweite, keine Wirkung bei Magieresistenz)[/left]
[/left]
Die Ebenerzklinge, manchmal auch die Vampirin oder die Zehrerin[/left]
genannt, gleicht einem Ebenerzkatana, und ihr wohnen wahrlich[/left]
finstere Kräfte inne. Jedes Mal, wenn die Ebenerzklinge einen[/left]
Gegner trifft, fließt ihrem Träger ein Teil des zugefügten Schadens[/left]
als rohe Kraft zu. Die Klinge selbst ist vielleicht nicht bösartiger[/left]
als jene, die sie eingesetzt haben, aber irgendwann in ihrer[/left]
Geschichte wurde ein Zauber auf sie gelegt, damit sie nicht länger[/left]
bei einem Schwertkämpfer bleibt. Der Hexenmeister, der diesen[/left]
Zauber wirkte, versuchte damit die Seelen derer zu retten, die von[/left]
der Klinge zu sehr in ihren Bann gezogen waren, und vermutlich[/left]
tat er gut daran.[/left]
[/left] 
Zauber: Weite Stille, Berührung des Vampirs und Energieentzug[/left]
[/end]
"
8999,"Ihr habt ein schmutziges, klebriges Taschentuch gestohlen.[/record]
Euer Opfer besaß nichts außer einer fettigen Haarbürste.[/record]
Die Taschen Eures Opfers waren bis auf ein paar Fäden und ein Stückchen Papier leer.[/record]
Ihr habt ein paar wertlose Kieselsteine gestohlen.[/record]
Euer Opfer hatte nichts, das sich zu stehlen gelohnt hätte, nur ein paar Fetzen Schlangenhaut.[/record]
Aus irgendeinem Grund trug Euer Opfer eine tote Ratte mit sich herum.[/record]
In der Tasche Eures Opfers befanden sich ein paar Glasscherben, an denen Ihr Euch beinahe geschnitten hättet.[/record]
Ihr habt ein kleines Stück Tuch voller Blutspritzer gestohlen.[/record]
In der Tasche Eures Opfers ist nichts außer einem tintenbefleckten Taschentuch.[/record]
Euer Opfer trug bis auf ein kleines Stück gelben Stoffes nichts bei sich.[/record]
Alles, was Ihr Eurem Opfer stehlen konntet, war eine Einkaufsliste.[/record]
Die Taschen Eures Opfers waren voller Blätter, von denen keines besonders selten oder ungewöhnlich ist.[/record]
In der Tasche Eures Opfers ist der Entwurf für ein romantisches Gedicht. Es sieht aus wie ein schlechtes Gedicht.[/record]
Euer Opfer trug einen Beutel mit einem Stückchen Hirschhorn bei sich.[/record]
Es war nichts Lohnenswertes in den Taschen Eures Opfers, bloß ein paar Spielwürfel.[/record]
Es waren nur zwei Knöpfe und ein Stück Faden in den Taschen Eures Opfers.[/record]
Es befanden sich einige Trauben in den Taschen Eures Opfers, offenbar zum späteren Verzehr aufgehoben.[/record]
Ihr habt eine Kruste gestohlen, die offenbar einmal zu einem belegten Brot gehörte.[/record]
Es befand sich kaum Lohnenswertes im Beutel Eures Opfers, nur ein Knochenstück eines kleinen Säugetiers.[/record]
In der Tasche Eures Opfers war eine kleine, gläserne Murmel; hübsch, aber nutzlos.[/record]
Ihr habt ein kleines, quadratisches Stück roten Stoffes aus dem Beutel Eures Opfers gestohlen.[/record]
Ihr habt nichts von besonderem Interesse gestohlen, nur ein Stück Käse und eine Scheibe krustiges Brot.[/record]
Es war etwas Zwirn in der Tasche Eures Opfers, aber nicht genug, um für Euch von Nutzen zu sein.[/record]
Es ist nicht viel Nützliches in den Taschen Eures Opfers, nur Flusen, ein Stück Faden und ein alter Knopf.[/record]
Es ist kaum etwas Lohnenswertes in den Taschen Eures Opfers, nur ein paar Fetzen zerrissenes Papier.[/record]
Die Taschen Eures Opfers sind ölig und verschmiert - offensichtlich ist darin etwas ausgeflossen.[/record]
Alles, was Ihr Eurem Opfer entwendet, ist ein benutztes Taschentuch.[/record]
Ihr stehlt von Eurem Opfer eine Notiz, eine Einkaufsliste für einen Ausrüstungsladen in der Nähe.[/record]
Euer Opfer trug zwei kleine Holzteile bei sich, anscheinend etwas, das der Reparatur bedurfte.[/record]
Es ist nichts Lohnenswertes in der Tasche Eures Opfers, bloß ein paar Flusen.[/record]
Ihr findet nichts in den Taschen Eures Opfers, nur Flusen und ein Stück Faden.[/record]
Ihr findet einen kleinen, warmen, feuchten Klumpen im Beutel Eures Opfers - möglicherweise etwas Fledermauskot.[/record]
Ihr habt den Portraitstich einer Frau gestohlen, anscheinend die Mutter Eures Opfers.[/record]
Ihr habt eine Nachricht gestohlen, einen Brief vom Vater Eures Opfers, in dem er detailliert über das Getratsche in seiner Heimatstadt schreibt.[/record]
Ihr entwendet ein paar amateurhafte Kohlezeichnungen von Eurem Opfer.[/record]
Euer Opfer hatte nichts außer dem Brief eines Freundes bei sich, der sein Leben in einem nahen Dorf schildert.[/record]
Ihr findet einen noch nicht abgeschickten Brief an die Mutter Eures Opfers, der die in dieser Gegend übliche Kleinkriminalität beschreibt.[/record]
Ihr stehlt eine getrocknete Wildblume von Eurem Opfer; hübsch, aber ganz und gar nicht ungewöhnlich.[/record]
Euer Opfer trug ein Päckchen Samen bei sich, von denen die meisten vor Alter schon schwarz geworden sind.[/record]
Es befindet sich nicht Nützliches in den Taschen Eures Opfers, bloß eine kleine Wachskugel.[/record]
Ihr findet nichts von Wert im Beutel Eures Opfers, bloß eine Kugel Duftwachs.[/record]
Ihr stehlt die Rechnung einer weit entfernten Taverne.[/record]
Euer Opfer trägt nichts von Wert bei sich, nur ein kleines Quadrat aus schwarzem Samt.[/record]
In der Tasche Eures Opfers ist nichts von Wert.[/record]
Ihr durchsucht erfolgreich den Beutel Eures Opfers, aber Ihr findet nichts von Wert.[/record]
Ihr findet in den Taschen Eures Opfers nichts von Wert.[/record]
Es ist nichts in der Tasche Eures Opfers außer dem langweiligen Brief eines Freundes aus einem Nachbarort.[/record]
Ihr stehlt ein paar Steinchen, die Euer Opfer unerklärlicherweise gesammelt hat.[/record]
Alles, was Ihr Eurem Opfer entwendet, ist ein Schuldschein über zehn Goldstücke von einem örtlichen Geldverleiher.[/record]
In der Tasche Eures Opfers war nur eine große Kugel aus Katzenhaaren.[/end]"
